date;btc_price;%1h;%24h;%7d;volume_24h;supply_percentage;btc_dominance;total_market_cap;btc_trade_volume;btc_volume_24h_blockchain;btc_hash_rate
2019-01-03 01:03:22;3931.04863841;-0.09;2.91;2.73;5207510928.28945;0.831403571428571463997059254324994981288909912109375;50.98;134632691402.0;81022.16;319901414.7712;41895287187.96005
